관리번호,운동기구명,동시사용인원,운동기구설치일,공원관리번호,공원명,관리기관전화번호,관리기관명,데이터기준일자,안내판유무,운동기구시설상태,운동기구특성,운동기구수리필요,운동기구너비(W),운동기구길이(L),운동기구높이(H),KC인증유무,위치명,설치위치,위도,경도,도로명주소,지번주소,행정동,제조사이름,제조사주소,제조사전화번호,제조사팩스번호,제조사홈페이지,전경사진,안내판사진
"27260-00074-02-05-021","등허리지압",2,"2010-05-01","27260-00074","화랑공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,복부,등","N",0.80,1.53,2.09,"N","화랑공원",6,35.8705711365,128.6391448975,"대구광역시 수성구 만촌로 151","대구광역시 수성구 만촌동 1417","만촌1동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","02-2665-6006","02-706-9773","www.dp566.com","27260-00074-02-05-021-01.jpg","27260-00074-02-05-021-02.jpg"
"27290-00179-02-05-062","팔돌리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","어깨,허리","N",1.03,1.17,1.92,"N","두류공원",8,35.846408844,128.552520752,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-062-01.jpg","27290-00179-02-05-062-02.jpg"
"27290-00179-02-05-063","노젓기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","상체,허리,복부,심폐","N",0.90,1.90,1.92,"N","두류공원",8,35.846408844,128.5525665283,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-063-01.jpg","27290-00179-02-05-063-02.jpg"
"27290-00179-02-05-064","역기내(올)리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","가슴,어깨,복부,팔","N",0.76,2.50,1.92,"N","두류공원",8,35.8464126587,128.5526123047,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-064-01.jpg","27290-00179-02-05-064-02.jpg"
"27290-00179-02-05-065","거꾸로 매달리기",1,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","머리,심장,혈액순환","N",0.83,1.50,1.70,"N","두류공원",8,35.8464126587,128.5526580811,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27290-00179-02-05-065-01.jpg","27290-00179-02-05-065-02.jpg"
"27260-00074-02-05-022","기타",2,"2010-05-01","27260-00074","화랑공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","상체","N",0.77,1.53,2.11,"N","화랑공원",6,35.8705940247,128.6391143799,"대구광역시 수성구 만촌로 151","대구광역시 수성구 만촌동 1417","만촌1동","(주)디자인파크개발","서울특별시 강서구 공항대로69 KT공항지점 2층","02-2665-6006","","www.designpark.or.kr","27260-00074-02-05-022-01.jpg","27260-00074-02-05-022-02.jpg"
"27140-00089-02-05-007","역기내(올)리기",2,"2020-03-20","27140-00089","봉무공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","미흡","상체,가슴,어깨","N",0.76,2.26,1.98,"N","봉무공원",2,35.9269866943,128.6555633545,"","대구광역시 동구 봉무동 산 135-2","불로.봉무동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27140-00089-02-05-007-01.jpg","27140-00089-02-05-007-02.jpg"
"27290-00020-02-05-006","허리돌리기",2,"2020-05-11","27290-00020","월곡공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","허리","N",0.77,1.60,2.08,"N","월곡공원",8,35.8182890876,128.545133863,"대구광역시 달서구 상인로 134-9","대구광역시 달서구 상인동 881-1","상인1동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27290-00020-02-05-006-01.jpg","27290-00020-02-05-006-02.jpg"
"27290-00179-02-05-066","윗몸일으키기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","복부,옆구리","N",1.33,1.27,2.06,"N","두류공원",8,35.8463516235,128.5532684326,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울특별시 강서구 공항대로69 KT공항지점 2층","02-2665-6006","","http://designpark.or.kr","27290-00179-02-05-066-01.jpg","27290-00179-02-05-066-02.jpg"
"27140-00040-02-05-014","달리기",1,"2021-09-21","27140-00040","대구선동촌공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","보통","심폐,상체,하체,허리,팔,다리","N",0.47,1.15,1.52,"N","대구선동촌공원",10,35.8862190247,128.6575775146,"","대구광역시 동구 입석동 893-9","동촌동","(주)디자인파크개발","서울시 강서구 마곡서로 133,(마곡엠밸리 7단지)713동 404호","02-2665-6006","","www.designpark.or.kr","27140-00040-02-05-014-01.jpg","27140-00040-02-05-014-02.jpg"
"27260-00074-02-05-023","달리기",2,"2010-05-01","27260-00074","화랑공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","심폐,하체,허리","N",0.59,3.93,1.99,"N","화랑공원",6,35.8706054688,128.6390686035,"대구광역시 수성구 만촌로 151","대구광역시 수성구 만촌동 1417","만촌1동","(주)오리온햄프로","서울특별시 양천구 중앙로 332, 301","080-386-8272","","www.ehampro.co.kr","27260-00074-02-05-023-01.jpg","27260-00074-02-05-023-02.jpg"
"27290-00179-02-05-067","팔돌리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","어깨,팔꿈치,손목/어깨,허리","N",1.18,1.56,1.92,"N","두류공원",8,35.8464775085,128.5533294678,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-067-01.jpg","27290-00179-02-05-067-02.jpg"
"27290-00179-02-05-068","허리돌리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","N","보통","복부,허리","N",0.55,1.33,1.35,"N","두류공원",8,35.8464584351,128.5533294678,"","대구광역시 달서구 성당동 산 198-1","성당동","","","","","","27290-00179-02-05-068-01.jpg","27290-00179-02-05-068-02.jpg"
"27290-00179-02-05-069","자전거",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","하체","N",0.71,1.95,1.92,"N","두류공원",8,35.8464431763,128.553314209,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-069-01.jpg","27290-00179-02-05-069-02.jpg"
"27290-00020-02-05-007","허리돌리기",3,"2020-05-11","27290-00020","월곡공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","허리,복부","N",1.30,1.27,1.38,"N","월곡공원",8,35.8182737657,128.5451518619,"대구광역시 달서구 상인로 134-9","대구광역시 달서구 상인동 881-1","상인1동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27290-00020-02-05-007-01.jpg","27290-00020-02-05-007-02.jpg"
"27290-00179-02-05-070","허리돌리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","복부,허리,하복부","N",0.60,1.90,2.00,"N","두류공원",8,35.8464355469,128.5533294678,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 가일길32길 12-2","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-070-01.jpg","27290-00179-02-05-070-02.jpg"
"27290-00179-02-05-071","거꾸로 매달리기",1,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","머리,심장,혈액순환","N",0.83,1.50,1.62,"N","두류공원",8,35.8461952209,128.5528869629,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울시 강서구 마곡서로 133,(마곡엠밸리 7단지)713동 404호","02-2665-6006","","www.designpark.or.kr","27290-00179-02-05-071-01.jpg","27290-00179-02-05-071-02.jpg"
"27290-00020-02-05-008","달리기",1,"2020-05-11","27290-00020","월곡공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","심폐,상체,하체,허리,팔,다리","N",0.49,1.20,1.43,"N","월곡공원",8,35.8183311283,128.5451966835,"대구광역시 달서구 상인로 134-9","대구광역시 달서구 상인동 881-1","상인1동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27290-00020-02-05-008-01.jpg","27290-00020-02-05-008-02.jpg"
"27290-00179-02-05-072","달리기",1,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","하체,간,비장","N",0.37,1.01,1.38,"N","두류공원",8,35.8462028503,128.5529174805,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울시 마포구 신수동 99-1 루튼빌딩 6F","02-706-9775","","www.dp566.com","27290-00179-02-05-072-01.jpg","27290-00179-02-05-072-02.jpg"
"27290-00179-02-05-073","허리돌리기",3,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","허리,복부","N",1.26,1.17,1.36,"N","두류공원",8,35.846206665,128.552947998,"","대구광역시 달서구 성당동 산 198-1","성당동","","","","","","27290-00179-02-05-073-01.jpg","27290-00179-02-05-073-02.jpg"
"27290-00179-02-05-074","역기내(올)리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","팔,등,심폐","N",0.78,2.22,1.63,"N","두류공원",8,35.8461728717,128.5524178563,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울시 마포구 신수동 99-1 루튼빌딩 6F","02-706-9775","02-706-9773","http://www.dp566.com","27290-00179-02-05-074-01.jpg","27290-00179-02-05-074-02.jpg"
"27290-00179-02-05-075","팔돌리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","어깨","N",0.95,0.73,1.74,"N","두류공원",8,35.8462104797,128.5529785156,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27290-00179-02-05-075-01.jpg","27290-00179-02-05-075-02.jpg"
"27140-00089-02-05-008","역기내(올)리기",2,"2020-03-20","27140-00089","봉무공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","보통","상체,가슴,어깨","N",0.71,2.25,2.04,"N","봉무공원",2,35.927028656,128.6555938721,"","대구광역시 동구 봉무동 산 135-2","불로.봉무동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27140-00089-02-05-008-01.jpg","27140-00089-02-05-008-02.jpg"
"27140-00040-02-05-015","허리돌리기",3,"2021-09-21","27140-00040","대구선동촌공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","보통","허리,복부","N",1.27,1.20,1.42,"N","대구선동촌공원",10,35.8862419128,128.6575469971,"","대구광역시 동구 입석동 893-9","동촌동","(주)디자인파크개발","서울시 강서구 마곡서로 133,(마곡엠밸리 7단지)713동 404호","02-2665-6006","","www.designpark.or.kr","27140-00040-02-05-015-01.jpg","27140-00040-02-05-015-02.jpg"
"27290-00179-02-05-076","오금펴기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","N","보통","하체","N",0.43,1.96,1.40,"N","두류공원",8,35.8462181091,128.5530090332,"","대구광역시 달서구 성당동 산 198-1","성당동","","","","","","27290-00179-02-05-076-01.jpg","27290-00179-02-05-076-02.jpg"
"27290-00020-02-05-009","역기내(올)리기",2,"2020-05-11","27290-00020","월곡공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","팔,등,심폐","N",0.78,2.24,2.05,"N","월곡공원",8,35.8183063619,128.5451629684,"대구광역시 달서구 상인로 134-9","대구광역시 달서구 상인동 881-1","상인1동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","080-205-6006","","www.designpark.or.kr","27290-00020-02-05-009-01.jpg","27290-00020-02-05-009-02.jpg"
"27290-00020-02-05-010","팔돌리기",2,"2020-05-11","27290-00020","월곡공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","어깨","N",1.09,0.75,1.76,"N","월곡공원",8,35.8183132775,128.5452139356,"대구광역시 달서구 상인로 134-9","대구광역시 달서구 상인동 881-1","상인1동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27290-00020-02-05-010-01.jpg","27290-00020-02-05-010-02.jpg"
"27290-00179-02-05-077","파도타기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","허리,하체","N",0.82,1.70,1.88,"N","두류공원",8,35.8461730406,128.552447588,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-077-01.jpg","27290-00179-02-05-077-02.jpg"
"27260-00074-02-05-024","오금펴기",2,"2010-05-01","27260-00074","화랑공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","다리,허리","N",0.76,2.17,2.07,"N","화랑공원",6,35.870639801,128.6389465332,"대구광역시 수성구 만촌로 151","대구광역시 수성구 만촌동 1417","만촌1동","","","","","","27260-00074-02-05-024-01.jpg","27260-00074-02-05-024-02.jpg"
"27140-00040-02-05-016","오금펴기",2,"2021-09-21","27140-00040","대구선동촌공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","보통","하체,무릎","N",0.44,1.92,1.47,"N","대구선동촌공원",10,35.8862609863,128.6575164795,"","대구광역시 동구 입석동 893-9","동촌동","(주)디자인파크개발","서울시 강서구 마곡서로 133,(마곡엠밸리 7단지)713동 404호","02-2665-6006","","www.designpark.or.kr","27140-00040-02-05-016-01.jpg","27140-00040-02-05-016-02.jpg"
"27260-00074-02-05-025","파도타기",2,"2010-05-01","27260-00074","화랑공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","하체,허리","N",0.84,1.62,2.09,"N","화랑공원",6,35.8706130981,128.6389770508,"대구광역시 수성구 만촌로 151","대구광역시 수성구 만촌동 1417","만촌1동","(주)디자인파크개발","","","","","27260-00074-02-05-025-01.jpg","27260-00074-02-05-025-02.jpg"
"27290-00179-02-05-078","공중걷기",1,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","N","보통","심폐,하체","N",1.08,0.55,1.32,"N","두류공원",8,35.8461687803,128.5524891642,"","대구광역시 달서구 성당동 산 198-1","성당동","","","","","","27290-00179-02-05-078-01.jpg","27290-00179-02-05-078-02.jpg"
"27290-00179-02-05-079","윗몸일으키기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","N","보통","복부,옆구리","N",1.35,1.24,0.54,"N","두류공원",8,35.8461713097,128.5525246839,"","대구광역시 달서구 성당동 산 198-1","성당동","DesignPark","","","","","27290-00179-02-05-079-01.jpg","27290-00179-02-05-079-02.jpg"
"27260-00074-02-05-026","허리돌리기",2,"2010-05-01","27260-00074","화랑공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,복근","N",0.75,1.58,2.11,"N","화랑공원",6,35.87059021,128.6389923096,"대구광역시 수성구 만촌로 151","대구광역시 수성구 만촌동 1417","만촌1동","","","","","","27260-00074-02-05-026-01.jpg","27260-00074-02-05-026-02.jpg"
"27140-00089-02-05-009","윗몸일으키기",2,"2020-03-20","27140-00089","봉무공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","보통","허리,복부,하복부","N",1.37,1.33,1.93,"N","봉무공원",2,35.9271430969,128.6555328369,"","대구광역시 동구 봉무동 산 135-2","불로.봉무동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27140-00089-02-05-009-01.jpg","27140-00089-02-05-009-02.jpg"
"27140-00089-02-05-010","팔돌리기",2,"2020-03-20","27140-00089","봉무공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","보통","심폐,혈액순환,소화기계통,요추,허리,하체","N",1.00,0.83,1.96,"N","봉무공원",2,35.9271316528,128.6556243896,"","대구광역시 동구 봉무동 산 135-2","불로.봉무동","나우스포츠메디칼","경북 경산시 압량면 의송길 18길 2","053-812-0132","053-812-0133","www.nowsports.co.kr","27140-00089-02-05-010-01.jpg","27140-00089-02-05-010-02.jpg"
"27230-00002-02-05-038","허리돌리기",2,"2020-12-10","27230-00002","연암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","허리","N",0.45,1.64,1.97,"N","연암공원",11,35.9014282227,128.5980834961,"","대구광역시 북구 산격동 산 80","산격1동","JOYINZone조인존","서울시 관악구 성현동 1712-1","02-889-8787","02-889-8998","www.joyinzone.co.kr","27230-00002-02-05-038-01.jpg","27230-00002-02-05-038-02.jpg"
"27290-00179-02-05-080","노젓기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","상체,허리,복부,심폐","N",0.91,1.95,1.92,"N","두류공원",8,35.8461734512,128.5525617998,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 가일길32길 12-2","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-080-01.jpg","27290-00179-02-05-080-02.jpg"
"27260-00074-02-05-027","달리기",2,"2010-05-01","27260-00074","화랑공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","심폐,하체,허리","N",0.60,3.93,1.99,"N","화랑공원",6,35.8705787659,128.6390228271,"대구광역시 수성구 만촌로 151","대구광역시 수성구 만촌동 1417","만촌1동","(주)오리온햄프로","서울특별시 양천구 중앙로 332, 301","080-386-8272","","www.ehampro.co.kr","27260-00074-02-05-027-01.jpg","27260-00074-02-05-027-02.jpg"
"27260-00074-02-05-028","팔돌리기",2,"2010-05-01","27260-00074","화랑공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","팔,어깨","N",0.94,1.33,2.12,"N","화랑공원",6,35.8705635071,128.6390686035,"대구광역시 수성구 만촌로 151","대구광역시 수성구 만촌동 1417","만촌1동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","02-2665-6006","02-706-9773","www.dp566.com","27260-00074-02-05-028-01.jpg","27260-00074-02-05-028-02.jpg"
"27230-00002-02-05-039","복합운동기구",2,"2020-12-10","27230-00002","연암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","하체,심폐/하체,허리","N",0.82,2.82,1.98,"N","연암공원",11,35.9014347129,128.5982716058,"","대구광역시 북구 산격동 산 80","산격1동","JOYINZone조인존","서울시 관악구 성현동 1712-1","02-889-8787","02-889-8998","www.joyinzone.co.kr","27230-00002-02-05-039-01.jpg","27230-00002-02-05-039-02.jpg"
"27230-00002-02-05-040","윗몸일으키기",2,"2020-12-10","27230-00002","연암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","복부","N",1.35,1.65,1.94,"N","연암공원",11,35.9014549255,128.5980834961,"","대구광역시 북구 산격동 산 80","산격1동","JOYINZone조인존","서울시 관악구 성현동 1712-1","02-889-8787","02-889-8998","www.joyinzone.co.kr","27230-00002-02-05-040-01.jpg","27230-00002-02-05-040-02.jpg"
"27290-00179-02-05-081","등허리지압",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","허리,다리","N",0.82,1.35,1.32,"N","두류공원",8,35.8461717659,128.5526005166,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","","02-706-9775","02-706-9773","www.dp566.com","27290-00179-02-05-081-01.jpg","27290-00179-02-05-081-02.jpg"
"27290-00179-02-05-082","등허리지압",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","양호","등,허리","N",0.78,1.56,1.81,"Y","두류공원",8,35.8461728511,128.5526362414,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","경기도 김포시 통진읍 옹정로 46-40","1577-0343","","www.designpark.or.kr","27290-00179-02-05-082-01.jpg","27290-00179-02-05-082-02.jpg"
"27230-00002-02-05-041","파도타기",2,"2020-12-10","27230-00002","연암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","하체,옆구리","N",0.90,1.71,1.95,"N","연암공원",11,35.901439546,128.5982244462,"","대구광역시 북구 산격동 산 80","산격1동","JOYINZone조인존","서울시 관악구 성현동 1712-1","02-889-8787","02-889-8998","www.joyinzone.co.kr","27230-00002-02-05-041-01.jpg","27230-00002-02-05-041-02.jpg"
"27290-00020-02-05-011","달리기",1,"2020-05-11","27290-00020","월곡공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","심폐,상체,하체,허리,팔,다리","N",0.49,1.20,1.43,"N","월곡공원",5,35.8179996265,128.545299142,"대구광역시 달서구 상인로 134-9","대구광역시 달서구 상인동 881-1","상인1동","(주)디자인파크개발","서울시 강서구 마곡서로 133,(마곡엠밸리 7단지)713동 404호","02-2665-6006","","www.designpark.or.kr","27290-00020-02-05-011-01.jpg","27290-00020-02-05-011-02.jpg"
"27140-00089-02-05-011","파도타기",2,"2020-03-20","27140-00089","봉무공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","보통","하체,옆구리","N",0.83,1.06,1.28,"N","봉무공원",2,35.9270935059,128.6555023193,"","대구광역시 동구 봉무동 산 135-2","불로.봉무동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27140-00089-02-05-011-01.jpg","27140-00089-02-05-011-02.jpg"
"27290-00020-02-05-012","허리돌리기",2,"2020-05-11","27290-00020","월곡공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","허리,옆구리,발","N",0.79,1.56,2.08,"N","월곡공원",5,35.8179702213,128.5453217487,"대구광역시 달서구 상인로 134-9","대구광역시 달서구 상인동 881-1","상인1동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27290-00020-02-05-012-01.jpg","27290-00020-02-05-012-02.jpg"
"27290-00179-02-05-083","달리기",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","심폐,하체,허리,팔,다리","N",0.74,3.20,1.92,"N","두류공원",8,35.8461780135,128.5526817014,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)삼형스포메디","경상북도 경산시 압량면 가일길32길 12-2","053-963-7072","053-963-7073","www.samhyung.co.kr","27290-00179-02-05-083-01.jpg","27290-00179-02-05-083-02.jpg"
"27200-00029-02-05-025","허리돌리기",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","N","보통","허리","N",0.54,1.43,1.66,"N","앞산공원",3,35.8244414289,128.6015343586,"","대구광역시 남구 대명동 산 227-5","대명9동","","","","","","27200-00029-02-05-025-01.jpg","27200-00029-02-05-025-02.jpg"
"27230-00002-02-05-042","등허리지압",2,"2020-12-10","27230-00002","연암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","등,허리","N",0.76,1.52,1.94,"N","연암공원",11,35.9014769379,128.5981233006,"","대구광역시 북구 산격동 산 80","산격1동","JOYINZone조인존","서울시 관악구 성현동 1712-1","02-889-8787","02-889-8998","www.joyinzone.co.kr","27230-00002-02-05-042-01.jpg","27230-00002-02-05-042-02.jpg"
"27290-00179-02-05-084","다리근육풀기",3,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","하체","N",0.97,0.95,1.16,"N","두류공원",8,35.8461755743,128.5527151865,"","대구광역시 달서구 성당동 산 198-1","성당동","(주)디자인파크개발","서울시 마포구 신수동 99-1 루튼빌딩 6F","02-706-9775","02-706-9773","www.dp566.com","27290-00179-02-05-084-01.jpg","27290-00179-02-05-084-02.jpg"
"27230-00002-02-05-043","팔돌리기",2,"2020-12-10","27230-00002","연암공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","팔,어깨","N",1.04,1.15,1.96,"N","연암공원",11,35.9014329284,128.5981800099,"","대구광역시 북구 산격동 산 80","산격1동","JOYINZone조인존","서울시 관악구 성현동 1712-1","02-889-8787","02-889-8998","www.joyinzone.co.kr","27230-00002-02-05-043-01.jpg","27230-00002-02-05-043-02.jpg"
"27260-00074-02-05-029","팔돌리기",2,"2010-05-01","27260-00074","화랑공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","팔,어깨","N",1.26,1.41,2.13,"N","화랑공원",6,35.8705558777,128.6390991211,"대구광역시 수성구 만촌로 151","대구광역시 수성구 만촌동 1417","만촌1동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항지점2층","02-2665-6006","02-706-9773","www.dp566.com","27260-00074-02-05-029-01.jpg","27260-00074-02-05-029-02.jpg"
"27290-00020-02-05-013","팔돌리기",2,"2020-05-11","27290-00020","월곡공원","053-667-3631","대구광역시 달서구청","2022-12-09","Y","보통","어깨,손목,팔꿈치","N",1.20,1.70,1.84,"N","월곡공원",5,35.8179523648,128.5452827682,"대구광역시 달서구 상인로 134-9","대구광역시 달서구 상인동 881-1","상인1동","(주)삼형스포메디","경상북도 경산시 압량면 신대길 26","053-963-7072 ","053-963-7073 ","www.samhyung.co.kr ","27290-00020-02-05-013-01.jpg","27290-00020-02-05-013-02.jpg"
"27140-00089-02-05-012","허리돌리기",3,"2020-03-20","27140-00089","봉무공원","053-662-2863","대구광역시 동구청","2022-12-09","N","보통","허리","N",1.26,1.15,1.39,"N","봉무공원",2,35.9270324707,128.6554870605,"","대구광역시 동구 봉무동 산 135-2","불로.봉무동","","","","","","27140-00089-02-05-012-01.jpg","27140-00089-02-05-012-02.jpg"
"27290-00179-02-05-085","기타",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","Y","보통","상체,어깨","N",0.59,1.93,1.65,"N","두류공원",8,35.8461784147,128.5527499682,"","대구광역시 달서구 성당동 산 198-1","성당동","","","","","","27290-00179-02-05-085-01.jpg","27290-00179-02-05-085-02.jpg"
