표찰번호,체육시설명,운동기구명,소재지도로명주소,소재지지번주소,전화번호,관리기관,위도,경도,데이터기준일자
마리면9-4,월화마을체육시설,큰활차,경상남도 거창군 마리면 월화길 145,경상남도 거창군 마리면 월계리 501,055-940-8720,경상남도 거창군 체육시설사업소,35.71918502,127.8489784,2023-03-31
마리면9-3,월화마을체육시설,트위스트,경상남도 거창군 마리면 월화길 145,경상남도 거창군 마리면 월계리 501,055-940-8720,경상남도 거창군 체육시설사업소,35.71918502,127.8489784,2023-03-31
마리면9-2,월화마을체육시설,스윙워커,경상남도 거창군 마리면 월화길 145,경상남도 거창군 마리면 월계리 501,055-940-8720,경상남도 거창군 체육시설사업소,35.71918502,127.8489784,2023-03-31
마리면9-1,월화마을체육시설,거꾸리,경상남도 거창군 마리면 월화길 145,경상남도 거창군 마리면 월계리 501,055-940-8720,경상남도 거창군 체육시설사업소,35.71918502,127.8489784,2023-03-31
마리면10-1,신기마을체육시설,체스트업+체스트다운,경상남도 거창군 마리면 원신기길 61,경상남도 거창군 마리면 대동리 776-4,055-940-8720,경상남도 거창군 체육시설사업소,35.68765693,127.8512321,2023-03-31
마리면10-2,신기마을체육시설,스윙워커,경상남도 거창군 마리면 원신기길 61,경상남도 거창군 마리면 대동리 776-4,055-940-8720,경상남도 거창군 체육시설사업소,35.68765693,127.8512321,2023-03-31
마리면10-3,신기마을체육시설,써핑롤링,경상남도 거창군 마리면 원신기길 61,경상남도 거창군 마리면 대동리 776-4,055-940-8720,경상남도 거창군 체육시설사업소,35.68765693,127.8512321,2023-03-31
마리면10-4,신기마을체육시설,트위스트,경상남도 거창군 마리면 원신기길 61,경상남도 거창군 마리면 대동리 776-4,055-940-8720,경상남도 거창군 체육시설사업소,35.68765693,127.8512321,2023-03-31
마리면10-5,신기마을체육시설,큰활차,경상남도 거창군 마리면 원신기길 61,경상남도 거창군 마리면 대동리 776-4,055-940-8720,경상남도 거창군 체육시설사업소,35.68765693,127.8512321,2023-03-31
마리면11-3,원말흘체육시설,써핑롤링,경상남도 거창군 마리면 원말흘2길 9,경상남도 거창군 마리면 말흘리 1009,055-940-8720,경상남도 거창군 체육시설사업소,35.70170579,127.8399394,2023-03-31
마리면11-1,원말흘체육시설,큰활차,경상남도 거창군 마리면 원말흘2길 9,경상남도 거창군 마리면 말흘리 1009,055-940-8720,경상남도 거창군 체육시설사업소,35.70170579,127.8399394,2023-03-31
마리면11-2,원말흘체육시설,트위스트,경상남도 거창군 마리면 원말흘2길 9,경상남도 거창군 마리면 말흘리 1009,055-940-8720,경상남도 거창군 체육시설사업소,35.70170579,127.8399394,2023-03-31
마리면12-1,시목마을체육시설,트위스트,경상남도 거창군 마리면 시목길 57-4,경상남도 거창군 마리면 대동리 1002-5,055-940-8720,경상남도 거창군 체육시설사업소,35.67997309,127.8485208,2023-03-31
마리면12-2,시목마을체육시설,큰활차,경상남도 거창군 마리면 시목길 57-4,경상남도 거창군 마리면 대동리 1002-5,055-940-8720,경상남도 거창군 체육시설사업소,35.67997309,127.8485208,2023-03-31
마리면12-3,시목마을체육시설,써핑롤링,경상남도 거창군 마리면 시목길 57-4,경상남도 거창군 마리면 대동리 1002-5,055-940-8720,경상남도 거창군 체육시설사업소,35.67997309,127.8485208,2023-03-31
마리면13-1,성락마을체육시설,트위스트,경상남도 거창군 마리면 빼재로 157,경상남도 거창군 마리면 월계리 550,055-940-8720,경상남도 거창군 체육시설사업소,35.71382572,127.853928,2023-03-31
마리면13-2,성락마을체육시설,써핑롤링,경상남도 거창군 마리면 빼재로 157,경상남도 거창군 마리면 월계리 550,055-940-8720,경상남도 거창군 체육시설사업소,35.71382572,127.853928,2023-03-31
마리면13-3,성락마을체육시설,큰활차,경상남도 거창군 마리면 빼재로 157,경상남도 거창군 마리면 월계리 550,055-940-8720,경상남도 거창군 체육시설사업소,35.71382572,127.853928,2023-03-31
마리면14-2,토점마을체육시설,큰활차+작은활차,경상남도 거창군 마리면 토점길 142,경상남도 거창군 마리면 월계리 736,055-940-8720,경상남도 거창군 체육시설사업소,35.70946586,127.8465543,2023-03-31
마리면14-1,토점마을체육시설,스윙워커+트위스트,경상남도 거창군 마리면 토점길 142,경상남도 거창군 마리면 월계리 736,055-940-8720,경상남도 거창군 체육시설사업소,35.70946586,127.8465543,2023-03-31
마리면14-3,토점마을체육시설,롤러마사지+스윙워커,경상남도 거창군 마리면 토점길 142,경상남도 거창군 마리면 월계리 736,055-940-8720,경상남도 거창군 체육시설사업소,35.70946586,127.8465543,2023-03-31
산림과17-22,무촌리체육시설,트위스트,경상남도 거창군 남상면 수남로 1786-27,경상남도 거창군 남상면 무촌리 1341-1,055-940-8720,경상남도 거창군 체육시설사업소,35.64064924,127.9065641,2023-03-31
남상면1-3,무촌리체육시설,롤러마사지+워킹트레이너,경상남도 거창군 남상면 수남로 1786-27,경상남도 거창군 남상면 무촌리 1341-1,055-940-8720,경상남도 거창군 체육시설사업소,35.64064924,127.9065641,2023-03-31
남상면1-2,무촌리체육시설,체스트업,경상남도 거창군 남상면 수남로 1786-27,경상남도 거창군 남상면 무촌리 1341-1,055-940-8720,경상남도 거창군 체육시설사업소,35.64064924,127.9065641,2023-03-31
남상면1-1,무촌리체육시설,트위스트,경상남도 거창군 남상면 수남로 1786-27,경상남도 거창군 남상면 무촌리 1341-1,055-940-8720,경상남도 거창군 체육시설사업소,35.64064924,127.9065641,2023-03-31
남상면2-5,청림마을체육시설,써핑롤링,,경상남도 거창군 남상면 대산리 1043-1,055-940-8720,경상남도 거창군 체육시설사업소,35.64600566,127.9267681,2023-03-31
남상면2-6,청림마을체육시설,롤러마사지,,경상남도 거창군 남상면 대산리 1043-1,055-940-8720,경상남도 거창군 체육시설사업소,35.64600566,127.9267681,2023-03-31
남상면2-4,청림마을체육시설,팔굽혀펴기,,경상남도 거창군 남상면 대산리 1043-1,055-940-8720,경상남도 거창군 체육시설사업소,35.64600566,127.9267681,2023-03-31
남상면2-3,청림마을체육시설,싣업(목재),,경상남도 거창군 남상면 대산리 1043-1,055-940-8720,경상남도 거창군 체육시설사업소,35.64600566,127.9267681,2023-03-31
남상면2-2,청림마을체육시설,트위스트,,경상남도 거창군 남상면 대산리 1043-1,055-940-8720,경상남도 거창군 체육시설사업소,35.64600566,127.9267681,2023-03-31
남상면2-7,청림마을체육시설,큰활차,,경상남도 거창군 남상면 대산리 1381,055-940-8720,경상남도 거창군 체육시설사업소,35.65036902,127.9232742,2023-03-31
남상면4-1,신기마을체육시설,워킹트레이너+트위스트,경상남도 거창군 남상면 신기길 42-6,경상남도 거창군 남상면 둔동리 886-1,055-940-8720,경상남도 거창군 체육시설사업소,35.61239367,127.879685,2023-03-31
남상면4-2,신기마을체육시설,오버헤드폴리,경상남도 거창군 남상면 신기길 42-6,경상남도 거창군 남상면 둔동리 886-1,055-940-8720,경상남도 거창군 체육시설사업소,35.61239367,127.879685,2023-03-31
남상면5-1,상매마을체육시설,워킹트레이너+트위스트,경상남도 거창군 남상면 매산1길 20,경상남도 거창군 남상면 무촌리 1855-7,055-940-8720,경상남도 거창군 체육시설사업소,35.63297568,127.9030179,2023-03-31
남상면5-2,상매마을체육시설,싸이클,경상남도 거창군 남상면 매산1길 20,경상남도 거창군 남상면 무촌리 1855-7,055-940-8720,경상남도 거창군 체육시설사업소,35.63297568,127.9030179,2023-03-31
남상면6-2,매산마을체육시설,써핑롤링,경상남도 거창군 남상면 감악산로 972,경상남도 거창군 남상면 무촌리 1095,055-940-8720,경상남도 거창군 체육시설사업소,35.63205282,127.9060991,2023-03-31
남상면6-1,매산마을체육시설,큰활차,경상남도 거창군 남상면 감악산로 972,경상남도 거창군 남상면 무촌리 1095,055-940-8720,경상남도 거창군 체육시설사업소,35.63205282,127.9060991,2023-03-31
남상면6-3,매산마을체육시설,트위스트,경상남도 거창군 남상면 감악산로 972,경상남도 거창군 남상면 무촌리 1095,055-940-8720,경상남도 거창군 체육시설사업소,35.63205282,127.9060991,2023-03-31
남상면7-1,임불마을체육시설,트위스트,경상남도 거창군 남상면 임불2길 14,경상남도 거창군 남상면 임불리 1594-1,055-940-8720,경상남도 거창군 체육시설사업소,35.6139197,127.9691424,2023-03-31
남상면8-1,오계마을체육시설,트위스트,경상남도 거창군 남상면 오계길 227-8,경상남도 거창군 남상면 오계리 19-3,055-940-8720,경상남도 거창군 체육시설사업소,35.62492542,127.9031243,2023-03-31
산림과17-12,송변마을체육시설,트위스트,,경상남도 거창군 남상면 송변리 338,055-940-8720,경상남도 거창군 체육시설사업소,35.63912206,127.9216955,2023-03-31
산림과17-18,송변마을체육시설,체스트다운,,경상남도 거창군 남상면 송변리 338,055-940-8720,경상남도 거창군 체육시설사업소,35.63912206,127.9216955,2023-03-31
산림과17-17,송변마을체육시설,큰활차,,경상남도 거창군 남상면 송변리 338,055-940-8720,경상남도 거창군 체육시설사업소,35.63912206,127.9216955,2023-03-31
산림과17-16,송변마을체육시설,써핑롤링,,경상남도 거창군 남상면 송변리 338,055-940-8720,경상남도 거창군 체육시설사업소,35.63912206,127.9216955,2023-03-31
남상면17-20,송변마을체육시설,거꾸리,,경상남도 거창군 남상면 송변리 338,055-940-8720,경상남도 거창군 체육시설사업소,35.63912206,127.9216955,2023-03-31
남상면10-1,송변마을체육시설,트위스트,,경상남도 거창군 남상면 송변리 338,055-940-8720,경상남도 거창군 체육시설사업소,35.63912206,127.9216955,2023-03-31
남상면10-2,송변마을체육시설,워킹트레이너,,경상남도 거창군 남상면 송변리 338,055-940-8720,경상남도 거창군 체육시설사업소,35.63912206,127.9216955,2023-03-31
남상면10-3,송변마을체육시설,오버헤드폴리+싸이클,,경상남도 거창군 남상면 송변리 338,055-940-8720,경상남도 거창군 체육시설사업소,35.63912206,127.9216955,2023-03-31
남상면11-1,한산마을체육시설,트위스트,경상남도 거창군 남상면 한산1길 122,경상남도 거창군 남상면 대산리 354,055-940-8720,경상남도 거창군 체육시설사업소,35.64183675,127.937744,2023-03-31
남상면13-1,면사무소체육시설,트위스트,,경상남도 거창군 남상면 무촌리 646,055-940-8720,경상남도 거창군 체육시설사업소,35.64338282,127.9096587,2023-03-31
남상면13-2,면사무소체육시설,써핑롤링,,경상남도 거창군 남상면 무촌리 646,055-940-8720,경상남도 거창군 체육시설사업소,35.64338282,127.9096587,2023-03-31
농촌진흥과1-4,면사무소체육시설,레그프레스,,경상남도 거창군 남상면 무촌리 646,055-940-8720,경상남도 거창군 체육시설사업소,35.64338282,127.9096587,2023-03-31
농촌진흥과1-1,면사무소체육시설,워킹트레이너,,경상남도 거창군 남상면 무촌리 646,055-940-8720,경상남도 거창군 체육시설사업소,35.64338282,127.9096587,2023-03-31
남상면14-1,월평마을체육시설,롤러마사지,,경상남도 거창군 남상면 월평리 1564-66,055-940-8720,경상남도 거창군 체육시설사업소,35.66113234,127.9287928,2023-03-31
남상면14-2,월평마을체육시설,트위스트,,경상남도 거창군 남상면 월평리 1564-66,055-940-8720,경상남도 거창군 체육시설사업소,35.66113234,127.9287928,2023-03-31
남상면14-3,월평마을체육시설,써핑롤링,,경상남도 거창군 남상면 월평리 1564-66,055-940-8720,경상남도 거창군 체육시설사업소,35.66113234,127.9287928,2023-03-31
남상면14-4,월평마을체육시설,싣업,,경상남도 거창군 남상면 월평리 1564-66,055-940-8720,경상남도 거창군 체육시설사업소,35.66113234,127.9287928,2023-03-31
남상면14-5,월평마을체육시설,써핑롤링,,경상남도 거창군 남상면 월평리 1564-66,055-940-8720,경상남도 거창군 체육시설사업소,35.66113234,127.9287928,2023-03-31
남상면14-6,월평마을체육시설,트위스트,,경상남도 거창군 남상면 월평리 1564-66,055-940-8720,경상남도 거창군 체육시설사업소,35.66113234,127.9287928,2023-03-31
남상면14-7,월평마을체육시설,거꾸리,,경상남도 거창군 남상면 월평리 1564-66,055-940-8720,경상남도 거창군 체육시설사업소,35.66113234,127.9287928,2023-03-31
남상면14-8,월평마을체육시설,체스트다운,,경상남도 거창군 남상면 월평리 1262-1,055-940-8720,경상남도 거창군 체육시설사업소,35.66073981,127.933268,2023-03-31
남상면14-9,월평마을체육시설,써핑롤링,,경상남도 거창군 남상면 월평리 1262-1,055-940-8720,경상남도 거창군 체육시설사업소,35.66073981,127.933268,2023-03-31
남상면14-10,월평마을체육시설,거꾸리,,경상남도 거창군 남상면 월평리 1262-1,055-940-8720,경상남도 거창군 체육시설사업소,35.66073981,127.933268,2023-03-31
남상면14-11,월평마을체육시설,트위스트,,경상남도 거창군 남상면 월평리 1262-1,055-940-8720,경상남도 거창군 체육시설사업소,35.66073981,127.933268,2023-03-31
남상면17-2,묵동마을체육시설,써핑롤링,경상남도 거창군 남상면 묵동2길 14,경상남도 거창군 남상면 오계리 540,055-940-8720,경상남도 거창군 체육시설사업소,35.62315069,127.8939512,2023-03-31
남상면17-3,묵동마을체육시설,워킹트레이너,경상남도 거창군 남상면 묵동2길 14,경상남도 거창군 남상면 오계리 540,055-940-8720,경상남도 거창군 체육시설사업소,35.62315069,127.8939512,2023-03-31
남상면17-1,묵동마을체육시설,트위스트,경상남도 거창군 남상면 묵동2길 14,경상남도 거창군 남상면 오계리 540,055-940-8720,경상남도 거창군 체육시설사업소,35.62315069,127.8939512,2023-03-31
남상면18-1,월포마을체육시설,트위스트,,경상남도 거창군 남상면 임불리 602-5,055-940-8720,경상남도 거창군 체육시설사업소,35.62705364,127.9887798,2023-03-31
남상면18-2,월포마을체육시설,싸이클,,경상남도 거창군 남상면 임불리 602-5,055-940-8720,경상남도 거창군 체육시설사업소,35.62705364,127.9887798,2023-03-31
남상면18-3,월포마을체육시설,써핑롤링+레그프레스,,경상남도 거창군 남상면 임불리 602-5,055-940-8720,경상남도 거창군 체육시설사업소,35.62705364,127.9887798,2023-03-31
남상면18-4,월포마을체육시설,트위스트,,경상남도 거창군 남상면 임불리 602-5,055-940-8720,경상남도 거창군 체육시설사업소,35.62705364,127.9887798,2023-03-31
남상면20-1,명산동마을체육시설,트위스트,경상남도 거창군 남상면 명산동길 31,경상남도 거창군 남상면 전척리 132-2,055-940-8720,경상남도 거창군 체육시설사업소,35.62776544,127.9607794,2023-03-31
남상면20-2,명산동마을체육시설,워킹트레이너,경상남도 거창군 남상면 명산동길 31,경상남도 거창군 남상면 전척리 132-2,055-940-8720,경상남도 거창군 체육시설사업소,35.62776544,127.9607794,2023-03-31
남상면20-3,명산동마을체육시설,써핑롤링,경상남도 거창군 남상면 명산동길 31,경상남도 거창군 남상면 전척리 132-2,055-940-8720,경상남도 거창군 체육시설사업소,35.62776544,127.9607794,2023-03-31
남상면21-1,남불마을체육시설,레그프레스,,경상남도 거창군 남상면 임불리 2178,055-940-8720,경상남도 거창군 체육시설사업소,35.62478426,127.9749001,2023-03-31
남상면21-2,남불마을체육시설,워킹트레이너,,경상남도 거창군 남상면 임불리 2178,055-940-8720,경상남도 거창군 체육시설사업소,35.62478426,127.9749001,2023-03-31
남상면21-3,남불마을체육시설,트위스트,,경상남도 거창군 남상면 임불리 2178,055-940-8720,경상남도 거창군 체육시설사업소,35.62478426,127.9749001,2023-03-31
남상면22-1,춘전마을체육시설,큰활차+작은활차,경상남도 거창군 남상면 수남로 991,경상남도 거창군 남상면 춘전리 52-3,055-940-8720,경상남도 거창군 체육시설사업소,35.58675826,127.8560539,2023-03-31
남상면22-2,춘전마을체육시설,써핑롤링+트위스트,경상남도 거창군 남상면 수남로 991,경상남도 거창군 남상면 춘전리 52-3,055-940-8720,경상남도 거창군 체육시설사업소,35.58675826,127.8560539,2023-03-31
남상면22-3,춘전마을체육시설,오버헤드폴리,경상남도 거창군 남상면 수남로 991,경상남도 거창군 남상면 춘전리 52-3,055-940-8720,경상남도 거창군 체육시설사업소,35.58675826,127.8560539,2023-03-31
거창읍50-1,중동마을체육시설(2),체스트업,경상남도 거창군 거창읍 새동네2길 25-10,경상남도 거창군 거창읍 대평리 1452-14,055-940-8720,경상남도 거창군 체육시설사업소,35.68829183,127.9274078,2023-03-31
거창읍13-1,국농소마을체육시설,트위스트,경상남도 거창군 거창읍 국농소1길 4,경상남도 거창군 거창읍 정장리 296,055-940-8720,경상남도 거창군 체육시설사업소,35.67356925,127.9345709,2023-03-31
거창읍13-2,국농소마을체육시설,롤러마사지,경상남도 거창군 거창읍 국농소1길 4,경상남도 거창군 거창읍 정장리 296,055-940-8720,경상남도 거창군 체육시설사업소,35.67356925,127.9345709,2023-03-31
거창읍13-3,국농소마을체육시설,워킹트레이너,경상남도 거창군 거창읍 국농소1길 4,경상남도 거창군 거창읍 정장리 296,055-940-8720,경상남도 거창군 체육시설사업소,35.67356925,127.9345709,2023-03-31
거창읍17-2,중산마을체육시설,싣업,경상남도 거창군 거창읍 중산2길 6,경상남도 거창군 거창읍 장팔리 350-4,055-940-8720,경상남도 거창군 체육시설사업소,35.65832673,127.9019421,2023-03-31
거창읍25-1,정장마을체육시설,워킹트레이너,경상남도 거창군 거창읍 정장길 223,경상남도 거창군 거창읍 정장리 812-2,055-940-8720,경상남도 거창군 체육시설사업소,35.67053691,127.9187756,2023-03-31
거창읍25-2,정장마을체육시설,써핑롤링,경상남도 거창군 거창읍 정장길 223,경상남도 거창군 거창읍 정장리 812-2,055-940-8720,경상남도 거창군 체육시설사업소,35.67053691,127.9187756,2023-03-31
거창읍25-3,정장마을체육시설,트위스트,경상남도 거창군 거창읍 정장길 223,경상남도 거창군 거창읍 정장리 812-2,055-940-8720,경상남도 거창군 체육시설사업소,35.67053691,127.9187756,2023-03-31
거창읍29-1,장팔마을체육시설,싸이클,경상남도 거창군 거창읍 장팔2길 51-9,경상남도 거창군 거창읍 장팔리 174-1,055-940-8720,경상남도 거창군 체육시설사업소,35.66996711,127.9026342,2023-03-31
거창읍29-2,장팔마을체육시설,트위스트,경상남도 거창군 거창읍 장팔2길 51-9,경상남도 거창군 거창읍 장팔리 174-1,055-940-8720,경상남도 거창군 체육시설사업소,35.66996711,127.9026342,2023-03-31
거창읍29-3,장팔마을체육시설,체스트업,경상남도 거창군 거창읍 장팔2길 51-9,경상남도 거창군 거창읍 장팔리 174-1,055-940-8720,경상남도 거창군 체육시설사업소,35.66996711,127.9026342,2023-03-31
거창읍29-4,장팔마을체육시설,작은활차,경상남도 거창군 거창읍 장팔2길 51-9,경상남도 거창군 거창읍 장팔리 174-1,055-940-8720,경상남도 거창군 체육시설사업소,35.66996711,127.9026342,2023-03-31
거창읍32-1,웃장팔마을체육시설,워킹트레이너,경상남도 거창군 거창읍 장팔3길 117,경상남도 거창군 거창읍 장팔리 821-2,055-940-8720,경상남도 거창군 체육시설사업소,35.66591324,127.8945272,2023-03-31
거창읍32-2,웃장팔마을체육시설,트위스트,경상남도 거창군 거창읍 장팔3길 117,경상남도 거창군 거창읍 장팔리 821-2,055-940-8720,경상남도 거창군 체육시설사업소,35.66591324,127.8945272,2023-03-31
거창읍33-2,중동마을체육시설,써핑롤링,,경상남도 거창군 거창읍 대평리 899,055-940-8720,경상남도 거창군 체육시설사업소,35.67969226,127.9261762,2023-03-31
거창읍33-1,중동마을체육시설,트위스트,,경상남도 거창군 거창읍 대평리 899,055-940-8720,경상남도 거창군 체육시설사업소,35.67969226,127.9261762,2023-03-31
거창읍38-1,정장마을쉼터체육시설,트위스트,,경상남도 거창군 거창읍 정장리 1003,055-940-8720,경상남도 거창군 체육시설사업소,35.67005775,127.9194986,2023-03-31
거창읍38-2,정장마을쉼터체육시설,큰활차+체스트업,,경상남도 거창군 거창읍 정장리 1003,055-940-8720,경상남도 거창군 체육시설사업소,35.67005775,127.9194986,2023-03-31
거창읍38-3,정장마을쉼터체육시설,써핑롤링,,경상남도 거창군 거창읍 정장리 1003,055-940-8720,경상남도 거창군 체육시설사업소,35.67005775,127.9194986,2023-03-31
거창읍43-1,정장마을체육시설,트위스트,경상남도 거창군 거창읍 정장1길 27-6,경상남도 거창군 거창읍 정장리 936,055-940-8720,경상남도 거창군 체육시설사업소,35.67033524,127.9160279,2023-03-31
거창읍43-3,정장마을체육시설,써핑롤링,경상남도 거창군 거창읍 정장1길 27-6,경상남도 거창군 거창읍 정장리 936,055-940-8720,경상남도 거창군 체육시설사업소,35.67033524,127.9160279,2023-03-31
가북면1-4,용산리체육시설,트위스트,경상남도 거창군 가북면 가북로 271-24,경상남도 거창군 가북면 용산리 377,055-940-8720,경상남도 거창군 체육시설사업소,35.73619403,127.9919459,2023-03-31
가북면1-6,용산리체육시설,철봉,경상남도 거창군 가북면 가북로 271-24,경상남도 거창군 가북면 용산리 377,055-940-8720,경상남도 거창군 체육시설사업소,35.73619403,127.9919459,2023-03-31
가북면1-2,용산리체육시설,평행봉,경상남도 거창군 가북면 가북로 271-24,경상남도 거창군 가북면 용산리 377,055-940-8720,경상남도 거창군 체육시설사업소,35.73619403,127.9919459,2023-03-31
가북면1-3,용산리체육시설,싣업(목재),경상남도 거창군 가북면 가북로 271-24,경상남도 거창군 가북면 용산리 377,055-940-8720,경상남도 거창군 체육시설사업소,35.73619403,127.9919459,2023-03-31
가북면1-5,용산리체육시설,평행봉,경상남도 거창군 가북면 가북로 271-24,경상남도 거창군 가북면 용산리 377,055-940-8720,경상남도 거창군 체육시설사업소,35.73619403,127.9919459,2023-03-31
가북면2-2,박암마을체육시설,트위스트,경상남도 거창군 가북면 용암로 398,경상남도 거창군 가북면 박암리 143,055-940-8720,경상남도 거창군 체육시설사업소,35.78966582,128.0070943,2023-03-31
가북면2-1,박암마을체육시설,스윙워커,경상남도 거창군 가북면 용암로 398,경상남도 거창군 가북면 박암리 143,055-940-8720,경상남도 거창군 체육시설사업소,35.78966582,128.0070943,2023-03-31
가북면3-1,개금마을체육시설,거꾸리,경상남도 거창군 가북면 개금길 92,경상남도 거창군 가북면 용암리 361-1,055-940-8720,경상남도 거창군 체육시설사업소,35.82492106,128.0692106,2023-03-31
가북면3-2,개금마을체육시설,싣업,경상남도 거창군 가북면 개금길 92,경상남도 거창군 가북면 용암리 361-1,055-940-8720,경상남도 거창군 체육시설사업소,35.82492106,128.0692106,2023-03-31
가북면3-3,개금마을체육시설,써핑롤링,경상남도 거창군 가북면 개금길 92,경상남도 거창군 가북면 용암리 361-1,055-940-8720,경상남도 거창군 체육시설사업소,35.82492106,128.0692106,2023-03-31
가북면3-4,개금마을체육시설,트위스트,경상남도 거창군 가북면 개금길 92,경상남도 거창군 가북면 용암리 361-1,055-940-8720,경상남도 거창군 체육시설사업소,35.82492106,128.0692106,2023-03-31
가북면4-6,우혜리체육시설,차닝,,경상남도 거창군 가북면 우혜리 1699-6,055-940-8720,경상남도 거창군 체육시설사업소,35.76450924,127.994613,2023-03-31
가북면4-5,우혜리체육시설,롤러마사지,,경상남도 거창군 가북면 우혜리 1699-6,055-940-8720,경상남도 거창군 체육시설사업소,35.76450924,127.994613,2023-03-31
가북면4-4,우혜리체육시설,써핑롤링,,경상남도 거창군 가북면 우혜리 1699-6,055-940-8720,경상남도 거창군 체육시설사업소,35.76450924,127.994613,2023-03-31
가북면4-3,우혜리체육시설,체스트다운,,경상남도 거창군 가북면 우혜리 1699-6,055-940-8720,경상남도 거창군 체육시설사업소,35.76450924,127.994613,2023-03-31
가북면4-2,우혜리체육시설,스윙워커,,경상남도 거창군 가북면 우혜리 1699-6,055-940-8720,경상남도 거창군 체육시설사업소,35.76450924,127.994613,2023-03-31
가북면4-1,우혜리체육시설,레그스트레치,,경상남도 거창군 가북면 우혜리 1699-6,055-940-8720,경상남도 거창군 체육시설사업소,35.76450924,127.994613,2023-03-31
가북면5-1,중촌마을체육시설,워킹트레이너,경상남도 거창군 가북면 동촌길 39,경상남도 거창군 가북면 중촌리 1807-4,055-940-8720,경상남도 거창군 체육시설사업소,35.80903896,127.9713074,2023-03-31
가북면5-2,중촌마을체육시설,큰활차,경상남도 거창군 가북면 동촌길 39,경상남도 거창군 가북면 중촌리 1807-4,055-940-8720,경상남도 거창군 체육시설사업소,35.80903896,127.9713074,2023-03-31
가북면5-3,중촌마을체육시설,싣업,경상남도 거창군 가북면 동촌길 39,경상남도 거창군 가북면 중촌리 1807-4,055-940-8720,경상남도 거창군 체육시설사업소,35.80903896,127.9713074,2023-03-31
가북면5-4,중촌마을체육시설,거꾸리,경상남도 거창군 가북면 동촌길 39,경상남도 거창군 가북면 중촌리 1807-4,055-940-8720,경상남도 거창군 체육시설사업소,35.80903896,127.9713074,2023-03-31
가북면5-6,중촌마을체육시설,백스트레칭,경상남도 거창군 가북면 동촌길 39,경상남도 거창군 가북면 중촌리 1807-4,055-940-8720,경상남도 거창군 체육시설사업소,35.80903896,127.9713074,2023-03-31
가북면6-4,용산마을체육시설,롤러마사지+워킹트레이너,,경상남도 거창군 가북면 용산리 1076-1,055-940-8720,경상남도 거창군 체육시설사업소,35.73967701,127.9924833,2023-03-31
가북면6-3,용산마을체육시설,써핑롤링,,경상남도 거창군 가북면 용산리 1076-1,055-940-8720,경상남도 거창군 체육시설사업소,35.73967701,127.9924833,2023-03-31
가북면6-2,용산마을체육시설,큰활차,,경상남도 거창군 가북면 용산리 1076-1,055-940-8720,경상남도 거창군 체육시설사업소,35.73967701,127.9924833,2023-03-31
가북면6-1,용산마을체육시설,워킹트레이너+트위스트,,경상남도 거창군 가북면 용산리 1076-1,055-940-8720,경상남도 거창군 체육시설사업소,35.73967701,127.9924833,2023-03-31
가북면7-6,내촌마을체육시설,레그스트레치,,경상남도 거창군 가북면 몽석리 72,055-940-8720,경상남도 거창군 체육시설사업소,35.79987484,128.0233782,2023-03-31
가북면7-5,내촌마을체육시설,싣업,,경상남도 거창군 가북면 몽석리 72,055-940-8720,경상남도 거창군 체육시설사업소,35.79987484,128.0233782,2023-03-31
가북면7-4,내촌마을체육시설,큰활차,,경상남도 거창군 가북면 몽석리 72,055-940-8720,경상남도 거창군 체육시설사업소,35.79987484,128.0233782,2023-03-31
가북면7-3,내촌마을체육시설,트위스트,,경상남도 거창군 가북면 몽석리 72,055-940-8720,경상남도 거창군 체육시설사업소,35.79987484,128.0233782,2023-03-31
가북면7-2,내촌마을체육시설,디핑,,경상남도 거창군 가북면 몽석리 72,055-940-8720,경상남도 거창군 체육시설사업소,35.79987484,128.0233782,2023-03-31
가북면7-1,내촌마을체육시설,차닝,,경상남도 거창군 가북면 몽석리 72,055-940-8720,경상남도 거창군 체육시설사업소,35.79987484,128.0233782,2023-03-31
가북면9-1,수재마을체육시설,트위스트,경상남도 거창군 가북면 수재길 248,경상남도 거창군 가북면 중촌리 2377,055-940-8720,경상남도 거창군 체육시설사업소,35.83322357,127.9719287,2023-03-31
가북면9-2,수재마을체육시설,싸이클,경상남도 거창군 가북면 수재길 248,경상남도 거창군 가북면 중촌리 2377,055-940-8720,경상남도 거창군 체육시설사업소,35.83322357,127.9719287,2023-03-31
가북면9-3,수재마을체육시설,워킹트레이너,경상남도 거창군 가북면 수재길 248,경상남도 거창군 가북면 중촌리 2377,055-940-8720,경상남도 거창군 체육시설사업소,35.83322357,127.9719287,2023-03-31
가북면9-4,수재마을체육시설,체스트업,경상남도 거창군 가북면 수재길 248,경상남도 거창군 가북면 중촌리 2377,055-940-8720,경상남도 거창군 체육시설사업소,35.83322357,127.9719287,2023-03-31
가북면9-5,수재마을체육시설,큰활차,경상남도 거창군 가북면 수재길 248,경상남도 거창군 가북면 중촌리 2377,055-940-8720,경상남도 거창군 체육시설사업소,35.83322357,127.9719287,2023-03-31
가북면9-6,수재마을체육시설,싣업,경상남도 거창군 가북면 수재길 248,경상남도 거창군 가북면 중촌리 2377,055-940-8720,경상남도 거창군 체육시설사업소,35.83322357,127.9719287,2023-03-31
가북면9-7,수재마을체육시설,작은활차,경상남도 거창군 가북면 수재길 248,경상남도 거창군 가북면 중촌리 2377,055-940-8720,경상남도 거창군 체육시설사업소,35.83322357,127.9719287,2023-03-31
